,datetime,text,user,location
750,2020-06-18 08:37:02,"Disney Shop: Swim Event / Tee promo  #couponit 
https://t.co/zXCStLmu2Q",couponit,
751,2020-06-18 08:35:35,"@shopDisney having pins, plush and mug in my basket, entered payment which was going thru then as confirmed they re… https://t.co/AycdQKvUjW",ajeffries1984,
752,2020-06-18 08:34:26,@Emilyjane1990 @shopDisney I was trying since 6am this morning waiting and as soon as its 8am nothing left and then… https://t.co/PjcNxnzPKj,face_boo_fish, Lancaster uk
753,2020-06-18 08:34:05,@shopDisney @shopDisney hi please help. My payment isnt going through. All ok with details and funds#shopdisneysupp… https://t.co/ztkCxwUNVd,WelshyWend,
754,2020-06-18 08:32:09,@shopDisney are you getting any more of the Peter pan flight collection as it sold out in the UK in 10mins online b… https://t.co/dPtMiTpitx,face_boo_fish, Lancaster uk
755,2020-06-18 08:32:05,@shopDisney how can an item that you have in your basket sell out when it’s your site that crashes should have a ti… https://t.co/dYQrtoGXhM,wilko_ross,"Birmingham, England"
756,2020-06-18 08:31:31,@shopDisney hi please help. My payment isnt going through. All ok with details and funds https://t.co/QsTQ3xO0T3,WelshyWend,
757,2020-06-18 08:28:07,@Zlatataryan @shopDisney I give up!,Rachel_Kleimunt,manchester
758,2020-06-18 08:27:02,@shopDisney Are you having payment issues on your website? #shopdisneysupport,eggchasingjock,
759,2020-06-18 08:18:35,Just bought the Peter Pan’s flight ears for £95 on ebay because @shopDisney can’t sort out their problem with bots. Fuming,meggcooperr,"Pontypridd, South Wales"
760,2020-06-18 08:12:11,"@Rachel_Kleimunt @shopDisney It has, tried to get bag and ears for my fiance, no chance 😭

The site is awful, and t… https://t.co/7TjhJ0vExJ",Zlatataryan,"West Midlands, England"
761,2020-06-18 08:07:16,@Zlatataryan @shopDisney Wtf? 😡 Tbf it’s been like this the whole collection I’ve been up before it comes out and s… https://t.co/j6VTkxDyJb,Rachel_Kleimunt,manchester
762,2020-06-18 08:00:38,"@Emilyjane1990 @shopDisney @ShopDisneyUK That didn't even help with me. What ever I did, refreshing, click on the l… https://t.co/Trw7kacMTh",Dynastygirl89,
763,2020-06-18 07:59:57,"@Rachel_Kleimunt @shopDisney They pulled the collection on the US site the other day, so people in the US were buyi… https://t.co/mh0TtrfDIn",Zlatataryan,"West Midlands, England"
764,2020-06-18 07:56:36,"@lisa12000___ @natalierossie @shopDisney I have never heard of that, how would I find the info",shanrachael,"Tampa, FL"
765,2020-06-18 07:54:43,@shanrachael @natalierossie @shopDisney Yeah we have the same issue on the us site so I have to use a third party s… https://t.co/f35QO53ZyP,lisa12000___,Burton on Trent staffordshire
766,2020-06-18 07:53:23,@Dynastygirl89 @shopDisney @ShopDisneyUK I took a good and mean good few times to refresh for it to appear 😢,Emilyjane1990,"📍Isle of Wight, UK "
767,2020-06-18 07:53:21,@shopDisney An LE release came out today and people who complained earlier that they wanted exclusive access to pur… https://t.co/vWPMurSoGY,Tribal_Prophet,
768,2020-06-18 07:53:19,@shopDisney how is it fair that every month I try for the Minnie main attraction series and before the release they… https://t.co/aeWNFZi1Zt,Rachel_Kleimunt,manchester
769,2020-06-18 07:52:59,"@lisa12000___ @natalierossie @shopDisney I tried the site earlier to see if they shipped to USA it said they did, I… https://t.co/kdJflOyQXf",shanrachael,"Tampa, FL"
770,2020-06-18 07:52:40,@Brynn_H @shopDisney @RobertIger I don't think it's fair as should have a time scale for how long should be in your… https://t.co/bUQhWifzVl,Emilyjane1990,"📍Isle of Wight, UK "
771,2020-06-18 07:52:08,"@LisaaJHolliday @shopDisney Oh I’m pissed, I’m soooo pissed 🤬😭",_ShannonGee_,"Milton Keynes, England :)"
772,2020-06-18 07:51:02,"@lykolx @shopDisney I didn't even want them , I've just been getting the plush's as the others sell out so quick bu… https://t.co/ARnykoybcO",Emilyjane1990,"📍Isle of Wight, UK "
773,2020-06-18 07:50:48,"@shopDisney great work again! Website slow, crashes and bots taking all the stock from legit buyers. How hard is it… https://t.co/c7UFiG8QME",p17blo,"West Midlands, UK"
774,2020-06-18 07:50:47,@LisaaJHolliday @shopDisney Donnnnnt😭 ffs,_ShannonGee_,"Milton Keynes, England :)"
775,2020-06-18 07:49:15,@LisaaJHolliday @shopDisney I don’t think they make enough either! They know people want them more.. no one wants t… https://t.co/cEPTF13XNZ,_ShannonGee_,"Milton Keynes, England :)"
776,2020-06-18 07:48:13,@Lemonbatboy @Brynn_H @shopDisney Omg really? I feel sorry for the staff &lt;/3,LeafyAkiko,"England, United Kingdom"
777,2020-06-18 07:47:27,@Brynn_H @LeafyAkiko @shopDisney i kept getting that at first it took around 9 or 10 new tabs and wayyyyy too much… https://t.co/umr3mU0GGw,Lemonbatboy,"Manchester, UK"
778,2020-06-18 07:46:57,@shanrachael @natalierossie @shopDisney What disney?,lisa12000___,Burton on Trent staffordshire
779,2020-06-18 07:46:35,@rumple221288 @shopDisney US couldn’t check out so no US ppl got it unless they had an EU address LOL,hannahhberlin,ur my 11:11
780,2020-06-18 07:46:28,@Brynn_H @natalierossie @shopDisney @RobertIger Or pull them off eBay! They could do it if they really wanted to ma… https://t.co/1YOm0S57IE,lisa12000___,Burton on Trent staffordshire
781,2020-06-18 07:45:53,I flipping hate when people who do this the bag was £60 and I didnt manage to get it what make you think it’s right… https://t.co/VAkjLlOamQ,pop_ruth,uk
782,2020-06-18 07:45:38,@DisneyGrownUps @ShopDisneyUK @shopDisney Don’t feed the sharks! https://t.co/wCCJkcdo83,Tinker_Tales,
783,2020-06-18 07:45:19,@natalierossie @lisa12000___ @shopDisney Why are they all the sudden not shipping to USA????,shanrachael,"Tampa, FL"
784,2020-06-18 07:44:31,"@Tinker_Tales @ShopDisneyUK @shopDisney That is bad customer service indeed. If us, the loyal customers get too pis… https://t.co/jj7yHf4P4w",DisneyGrownUps,
785,2020-06-18 07:43:32,@DisneyGrownUps @Tinker_Tales @ShopDisneyUK @shopDisney That’s what I wonder too! How can they say “pre-order”?,Brynn_H,"Saskatchewan, Canada"
786,2020-06-18 07:41:57,@Brynn_H @shopDisney It's so ridiculous! So many already on ebay. It's so unfair,bethanyfoston,Lincolnshire
787,2020-06-18 07:41:55,@lisa12000___ @natalierossie @shopDisney So many greedy greedy people. I hate how Disney is enabling them. Why don’… https://t.co/v8pUGV15KH,Brynn_H,"Saskatchewan, Canada"
788,2020-06-18 07:40:55,@DisneyGrownUps @ShopDisneyUK @shopDisney Daft thing is @shopDisney @ShopDisneyUK could ban them being resold on eB… https://t.co/dLdPi4VE9B,Tinker_Tales,
789,2020-06-18 07:40:31,@RobertIger Sorry to keep bugging you BUT who is responsible for Shopdisney?? It’s SO bad. Can’t you guys please fi… https://t.co/udO1WOczh4,Brynn_H,"Saskatchewan, Canada"
790,2020-06-18 07:40:30,@lisa12000___ @shopDisney Absolute joke isn't it!!,natalierossie,Portsmouth
791,2020-06-18 07:38:53,"@bethanyfoston @shopDisney I couldn’t even get the site to load. Error. Error. Then when it loaded, gone.",Brynn_H,"Saskatchewan, Canada"
792,2020-06-18 07:38:08,@Tinker_Tales @ShopDisneyUK People need to stop buying them on eBay so these selfish people don’t have a market. Sh… https://t.co/EW7u949bKV,DisneyGrownUps,
793,2020-06-18 07:37:55,"The only item I was able to get. The bag was sold out as soon as it was available online, and now people are sellin… https://t.co/4Wopwi3dsJ",lilmissuk81,Manchester 
794,2020-06-18 07:36:59,"Left, so why is it allowed to happen online???? What do you do with those payment details we've put in and had our… https://t.co/OGXySk0ZVZ",Celtic_Chic2013,
795,2020-06-18 07:36:38,@shopDisney nice to see people profiteering off the fast nobody can buy off your garbage joke of a website https://t.co/TJJnlKz86a,arsenalfc1984,Inside the head of the Yids
796,2020-06-18 07:36:29,@shopDisney Hi. Can you please tell me how to get a Minnie Collection ears unless you set a bot? Tried every month… https://t.co/1AjyiOHUH7,AndreaSMaguire,
797,2020-06-18 07:35:58,"@LisaaJHolliday @shopDisney Oh it’s so sad, just to tease you 😭 I wanted this collection so bad I’m gutttted!",_ShannonGee_,"Milton Keynes, England :)"
798,2020-06-18 07:35:54,@natalierossie @shopDisney What a nightmare this was today! Nothing loaded and then said product unavailable! I’m s… https://t.co/U4l9ES5xYv,lisa12000___,Burton on Trent staffordshire
799,2020-06-18 07:35:36,@Brynn_H @RobboAndGent @Disney_UK @shopDisney Because they simply don’t care. It’s selling out immediately. They go… https://t.co/sSO2Ct6HFB,FlightWolf23949,Somewhere in Neverland
800,2020-06-18 07:35:34,"@Brynn_H @Disney_UK @shopDisney On top of that. The only way I can get one of the popular products like the pins, i… https://t.co/YHrR96gQQ4",RobboAndGent,"London, UK"
801,2020-06-18 07:35:03,Missed out on the Peter Pan LoungeFly bag from shopdisney this morning. and the prices on Evilbay are now just ridiculous.,thedisneynurse,
802,2020-06-18 07:33:52,@shopDisney Something really needs to be done about the bots buying up the limited editions before customer's can g… https://t.co/BJfk8qvsMp,bethanyfoston,Lincolnshire
803,2020-06-18 07:33:41,@RobboAndGent @Disney_UK @shopDisney It’s a head scratcher. How can they not have figured this out yet??,Brynn_H,"Saskatchewan, Canada"
804,2020-06-18 07:33:33,"Congratulations @shopDisney for another shambles of a collection.  Firs time even wanting a bag, had it in my baske… https://t.co/NR93utcAzy",Celtic_Chic2013,
805,2020-06-18 07:33:13,@Disney_UK @shopDisney please sort out your website! The stress of #minniemousemainattraction mainattraction releas… https://t.co/SLvNAqT4GK,RobboAndGent,"London, UK"
806,2020-06-18 07:32:49,@Brynn_H @shopDisney even worse then if non collectors are jumping on and stopping people who do,rumple221288,brizzle
807,2020-06-18 07:31:55,The @shopDisney price is £65. https://t.co/boq545g19I,RachieSambora,"Ravenclaw House, Hogwarts "
808,2020-06-18 07:31:53,@rumple221288 @shopDisney So many of us haven’t ever been able to successfully get even one item.. Those who are lo… https://t.co/lJCEU2LQsV,Brynn_H,"Saskatchewan, Canada"
809,2020-06-18 07:30:32,"@shopDisney congrats on running an absolute shambles of a website, saying that europeans had the window before the… https://t.co/g8n6iWL0i6",rumple221288,brizzle
810,2020-06-18 07:30:32,Does anyone else struggle to get #minniemousemainattraction each month! Add it all to my basket to be kicked out of… https://t.co/SY6QI3vmEn,Georgielouiseee,"Liverpool, England"
811,2020-06-18 07:29:17,Nice @shopDisney You guys are the actual worst. https://t.co/mmSaIwdZsA,LaseyCoken,"Roanoke, VA"
812,2020-06-18 07:28:44,@misscherrydolce @shopDisney It has. Most of it has sold out though,lilmissuk81,Manchester 
813,2020-06-18 07:27:51,@smartgirlloves @shopDisney Loads were listed this morning before the launch even went live! It’s ridiculous 😠,Abbie_Basham,Hogwarts
814,2020-06-18 07:25:45,@shopDisney why have you halted America's sales for Minnie mouse the main attraction!! We stand no chance of gettin… https://t.co/fDfvZcrzJt,natalierossie,Portsmouth
815,2020-06-18 07:25:33,@shopDisney im absolutely mad! Second time i try to buy the minnie mouse attraction ears and the german site didnt… https://t.co/DKwcmbisbS,Camy_Britty,
816,2020-06-18 07:24:59,@shopDisney Thought the bugs were fixed for the June launch with what was happening with the US page.. nope! Got th… https://t.co/HQ8rx4pr4k,jlu961,
817,2020-06-18 07:24:51,"@shopDisney when are you going to sort out your website? Every month the same thing happens, look into it because it sucks",KiaranHegarty,
818,2020-06-18 07:23:36,@RachieSambora @shopDisney The whole Minnie series will go down in infamy.. Has been such a horrible experience eve… https://t.co/vBlJb5uUSw,Brynn_H,"Saskatchewan, Canada"
819,2020-06-18 07:22:31,@shopDisney why did the bag sell out when it was in my bag waiting to be checked out????,staceyistired,Wales
820,2020-06-18 07:22:20,"@Lemonbatboy @LeafyAkiko @shopDisney For me, the site just crashed over and over so I didn’t even get to search any… https://t.co/1rYT4iAB3O",Brynn_H,"Saskatchewan, Canada"
821,2020-06-18 07:22:12,"#MinnieMainAttraction I got the plush, pins and mug! Yippeeee💙 #Disney #ShopDisney",RachhDawn,
822,2020-06-18 07:21:51,@LisaaJHolliday @shopDisney I’m fuming I had the bag and the ears and now I want to cry😭😭,_ShannonGee_,"Milton Keynes, England :)"
823,2020-06-18 07:21:11,@Emilyjane1990 @shopDisney Same here. I’m so puzzled about how the world’s most well known company has such woefull… https://t.co/Kk4pb7MOYe,Brynn_H,"Saskatchewan, Canada"
824,2020-06-18 07:20:56,@shopDisney when are you going to open your shops please??,luigi_kirky,liverpool
825,2020-06-18 07:19:56,"@DisneyD23 @shopDisney @GLSEN Why was your recent release hidden on the website?
Absolute clown drop on the UK site. Fix your shit.",GFunkRizzla,"Leicester, England"
826,2020-06-18 07:19:55,@JessicaCherylX @shopDisney They didn’t restock the past collections. So frustrating.,Brynn_H,"Saskatchewan, Canada"
827,2020-06-18 07:19:17,can shopDisney go F*CK themselves,Nocoil,in a galaxy far away
828,2020-06-18 07:18:55,@shopDisney kept freezing so o didn’t get my Peter Pan Minnie eats! But I got the soft teddy and I’m so happy 🥰,ZoeAnnxox,London 
829,2020-06-18 07:18:53,"I was on @shopDisney twenty minutes early, refreshed at 8:00 for the Peter Pan loungefly release, the site crashed… https://t.co/L9CLGhYLNB",RachieSambora,"Ravenclaw House, Hogwarts "
830,2020-06-18 07:18:32,@shopDisney I’ve been trying through your website to purchase some of the new Minnie Mouse collection. Every time I… https://t.co/vwma7OdIfY,ali_gutteridge,
831,2020-06-18 07:17:32,@shopDisney how can both bags and ears be sold out at 8:00am. Still doing nothing to stop those bots I see. You rea… https://t.co/yv9e5XPFhH,medicmum8552,Yorkshire and The Humber
832,2020-06-18 07:17:20,"@RobertIger  Yet another disastrous Shopdisney release. The website crashed repeatedly and when it loaded, all item… https://t.co/NDnGNODifG",Brynn_H,"Saskatchewan, Canada"
833,2020-06-18 07:17:20,"@shopDisney explain to me how I had literally paid for your Minnie Loungefly bag, processing payment for your page… https://t.co/RgVQwB9Own",carysamber,
834,2020-06-18 07:17:03,@shopDisney has the #peterpan collection dropped online yet? Can’t seem to find it In the #minniemousemainattraction,misscherrydolce,"Hull, UK"
835,2020-06-18 07:16:31,If you have them in your basket why don't they get held for 10 mins so you can check out #ShopDisney 😩😩😩,embirds,"London, England"
836,2020-06-18 07:16:05,@Brynn_H @LeafyAkiko @shopDisney to find it most people had to search minnie mouse the main  attreactions with the… https://t.co/aIvT0Hm3kV,Lemonbatboy,"Manchester, UK"
837,2020-06-18 07:16:00,@shopDisney this is what happens when you don't prevent bots! Your whole page crashed this morning and within secon… https://t.co/gXqP0OBerh,smartgirlloves,
838,2020-06-18 07:15:51,"First time trying to get the Minnie Mouse: The Main Attraction (Peter Pan's Flight) ears this morning. 

I had them… https://t.co/vEyU2tyHjr",embirds,"London, England"
839,2020-06-18 07:15:02,"@FlightWolf23949 @Brynn_H @Lemonbatboy @shopDisney I got the backpack and ears in my bag, the site lagged and it th… https://t.co/RPc4wd8kBo",LeafyAkiko,"England, United Kingdom"
840,2020-06-18 07:15:00,Another day another BS experience on @shopDisney #notsurprised #everymonth #checkout #nolongeravailable #crash #pathetic,_DanBarrett_,East Anglia
841,2020-06-18 07:14:44,@Emilyjane1990 @shopDisney Had them in my basket at 8:04! Went to check out and it told me they were sold out lol,lykolx,23 • She/Her • Scotland
842,2020-06-18 07:14:42,@shopDisney will this be back in stock? I had it in my basket and half way through checkout it told me it had sold… https://t.co/9CC4TLDywQ,JessicaCherylX,"Nottingham, England"
843,2020-06-18 07:14:25,@Emilyjane1990 @shopDisney Mine aren't even appearing at all..not one item from the new collection @ShopDisneyUK,Dynastygirl89,
844,2020-06-18 07:14:07,@shopDisney every month I haven’t been able to get anything I want from the Main Attracrion collections🥺,foryoumcvey,"Stoke-on-Trent, England"
845,2020-06-18 07:13:48,Hey @shopDisney do you reply to tweets because it seems you don’t on Facebook. At 08:02 this all the bags were sold… https://t.co/CbvMvy54YB,_x171194,
846,2020-06-18 07:13:47,@lollypopstitch @shopDisney Same here. 😔,lozwinter,GREAT Britain.
847,2020-06-18 07:13:33,"I saw the Minnie main attraction ears where still available added them to my basket , then it crashed , then they b… https://t.co/RGxVTnd3iu",Emilyjane1990,"📍Isle of Wight, UK "
848,2020-06-18 07:13:13,@shopDisney your website is a fucking joke,arsenalfc1984,Inside the head of the Yids
849,2020-06-18 07:12:37,"@castiels_angel @LeafyAkiko @Lemonbatboy @shopDisney The website never loaded for me and when it did, it said produ… https://t.co/3dLRTITt0g",Brynn_H,"Saskatchewan, Canada"
850,2020-06-18 07:12:11,"unbelievable, shopdisney site crashed and when it loaded the Peter pan ears were already sold out 😔",sxph97,uk
851,2020-06-18 07:12:07,@shopDisney I have been trying to find the Minnie Mouse Main Attraction Peter Pan items since 8am and they aren't a… https://t.co/2WBY4iFMqP,JosiePointer,"Norwich, England"
852,2020-06-18 07:11:36,@Brynn_H @shopDisney Having so many problems getting on the site as US pulled their stock so all the Americans have… https://t.co/dIbXa5T8Da,lizwoodford,
853,2020-06-18 07:11:05,"@Brynn_H @LeafyAkiko @Lemonbatboy @shopDisney Had it in my cart to find out that those in the US cannot buy. 😢
Stil… https://t.co/V53KEym5ko",tiffryanne08,
854,2020-06-18 07:11:01,@shopDisney (UK) when are you going to stop resellers buying all the stock of special releases.  I had a Minnie  co… https://t.co/1fYAHLjNUe,lollypopstitch,"West Midlands, UK"
855,2020-06-18 07:11:00,"@Brynn_H @LeafyAkiko @Lemonbatboy @shopDisney I managed to put the packpack in my basket, to then not have the site… https://t.co/omkttvRTbj",FlightWolf23949,Somewhere in Neverland
856,2020-06-18 07:10:57,"@Brynn_H @LeafyAkiko @Lemonbatboy @shopDisney Said sold out at 3 minutes past for me 😭 website crashed, they were t… https://t.co/b2MxWBwJTC",castiels_angel,Northern England.
857,2020-06-18 07:10:09,@lizwoodford @shopDisney Did they ever put anything on the site? All I’ve seen is loading and crashing and nothing ever came up?,Brynn_H,"Saskatchewan, Canada"
858,2020-06-18 07:09:59,@JoannaKellyX @shopDisney I’ve been checking and the website hasn’t updated yet to show the items available,paigehelenblog,Cardiff
859,2020-06-18 07:09:10,@LeafyAkiko @Lemonbatboy @shopDisney I don’t see anything and it’s after 8am now in the UK. Anyone know what’s up?,Brynn_H,"Saskatchewan, Canada"
860,2020-06-18 07:08:37,@shopDisney thanks to all the Americans us brits can’t get anything you really need to sort this out Disney very angry people now 😡😡😡😡😡,lizwoodford,
861,2020-06-18 07:07:42,ShopDisney is an absolute joke 🙃,jack_1992,"Lancaster, England"
862,2020-06-18 06:56:38,@unsaltysaltines @DisneyParks @shopDisney @GLSEN Have you seen Disney+? There’s plenty of gay original characters. 🏳️‍🌈😂,karobchips,
863,2020-06-18 06:50:05,@Lemonbatboy @shopDisney Oh wow I didn’t know it was so bad for bots 😭 Huge good luck to you too!! I saw so many pe… https://t.co/ZW49Le5Wa7,LeafyAkiko,"England, United Kingdom"
864,2020-06-18 06:46:08,@LeafyAkiko @shopDisney Same here first time! ive literally not slept as its the only things I want for my birthday… https://t.co/wVyKjUXCjD,Lemonbatboy,"Manchester, UK"
865,2020-06-18 06:36:52,"@JoannaKellyX @shopDisney should get added in about 25 mins That's the usual time it gets added, sorry I'm scrollin… https://t.co/VmVYUd5vqc",Lemonbatboy,"Manchester, UK"
866,2020-06-18 06:36:10,"@Lemonbatboy @shopDisney You’re right! I wasn’t aware since it was my first time staking out a collection, thank you 😊",LeafyAkiko,"England, United Kingdom"
867,2020-06-18 06:30:00,"⚠ Release today 09:00 (CET)⚠ Minnie Mouse The Main Attraction
✨ Series 6 - Peter Pan's Flight ✨
Make your way towar… https://t.co/4nbF0yxL0y",Pixiedust_be,
868,2020-06-18 06:22:09,Time to battle on ShopDisney over a bag,KiaranHegarty,
869,2020-06-18 06:13:54,"@shopDisney hi, I can't find your June release for Minnie Mouse The Main Attraction for the Collector, on your UK s… https://t.co/H2j6tXBei9",JoannaF91X,Ireland
870,2020-06-18 05:59:07,Awesome cups at the Disney store!🤩 #disney #disneystore #shopdisney https://t.co/501Gt6YaVx,DLPCharacterLiv,
871,2020-06-18 04:35:20,"I got three things from the shopDisney website in the mail today. R2-D2, a One Day at Disney book, and a Pizza Plan… https://t.co/ekLu0FQiQn",alec_behan,United States
872,2020-06-18 04:28:51,"@Renee_R3 Thank you for collecting with us, Renee! Unfortunately, we do not have a release date confirmed for our n… https://t.co/e2ULozrWH6",shopDisney,Second star to the right
873,2020-06-18 04:25:15,"@TexasEric Thank you for shopping with us, Eric! Unfortunately, we have not been informed of when this item may be… https://t.co/VVzOjmZJzO",shopDisney,Second star to the right
874,2020-06-18 04:14:37,"@MsElizabethRose Our apologies, Elizabeth! Please send us an email with your order information to personal.shoppers… https://t.co/ZRgbibq46E",shopDisney,Second star to the right
875,2020-06-18 04:12:26,@Azthegame27 Our apologies for the mishap! Certain items are not able to be shipped internationally. Please check t… https://t.co/DcDqe0LRvc,shopDisney,Second star to the right
876,2020-06-18 04:08:59,@LeafyAkiko @shopDisney doesn't get released until 8AM usually?,Lemonbatboy,"Manchester, UK"
877,2020-06-18 04:07:27,@shopDisney are us UK people getting the new minnie main attraction release at 8AM today?,Lemonbatboy,"Manchester, UK"
878,2020-06-18 04:05:24,@DarTheBucsFan @shopDisney it's 8am that they get released here so in 2 hours and 56 minutes. yes I'm staying up al… https://t.co/kQ5b2nhMQk,Lemonbatboy,"Manchester, UK"
879,2020-06-18 03:55:03,"Know before you go. Face masks will be required when you enter a Disney Store.
https://t.co/x65Yjvisle",BruceFaulkner22,"Richmond, British Columbia"
880,2020-06-18 03:52:33,Take a Look at Which Minnie Mouse: The Main Attraction Collection Has Been Restocked on shopDisney!… https://t.co/9ehdCZmyJF,reservoirpicker,"Brandon, MS"
881,2020-06-18 03:41:20,"@Gertie_marie83 Thank you for shopping with us, Gertie! Unfortunately, we have not been informed of this item being… https://t.co/Zlw3ZmcKwQ",shopDisney,Second star to the right
882,2020-06-18 03:36:57,"@shopDisney Of course, I realize you can make the excuse that it was an error but I’m sure myself and many others w… https://t.co/bwwY1SayP9",DanseuseDiva,Nulle part
883,2020-06-18 03:36:05,@shopDisney Really? That’s not what the website says. So are you going to honor it? I took the screenshots from the… https://t.co/nXh3SxX5m9,DanseuseDiva,Nulle part
884,2020-06-18 03:25:50,"@DanseuseDiva Thank you for being our guest! I'm very sorry for the difficulty. Unfortunately, the Vera Bradley ite… https://t.co/zhPMcLllul",shopDisney,Second star to the right
885,2020-06-18 03:22:41,@David_Heller25 @shopDisney @i_amkarlyb Haven’t been. Not sure when we’ll go.,AlexFarnworth,"Orlando, FL"
886,2020-06-18 03:21:16,"@Mokonichan Our apologies for any difficulty, Mokoni! Please try a new session with us after updating your browser… https://t.co/yUHRxSsZAP",shopDisney,Second star to the right
887,2020-06-18 03:17:25,@AlexFarnworth @shopDisney @i_amkarlyb The universal ones are excellent,David_Heller25,"Lake Buena Vista, FL"
888,2020-06-18 03:17:19,@TCurreyUCF @shopDisney Is that medium or large? I ordered the large and regretted it immediately.,MagicOnMainSt,"Florida, USA"
889,2020-06-18 03:16:37,"@dorkycynic Thanks for shopping with us, Amanda! Unfortunately, we have not been informed of the Ahsoka Ear Headban… https://t.co/EHGcT8rzK7",shopDisney,Second star to the right
890,2020-06-18 03:13:48,"@djstumix Thanks for being our guest, RJ! You may find more information on your local Disney store's availability b… https://t.co/7Vi4fWuBYu",shopDisney,Second star to the right
891,2020-06-18 03:10:26,"@brittwilenski I'm so sorry, Brittany! We’re working through a high volume of contacts at the moment. We appreciate… https://t.co/Ne4oYVwIxR",shopDisney,Second star to the right
892,2020-06-18 03:07:39,@David_Heller25 @shopDisney @i_amkarlyb Just in time for the parks to open. https://t.co/g8e2goobGs,AlexFarnworth,"Orlando, FL"
893,2020-06-18 03:06:56,@AlexFarnworth @shopDisney @i_amkarlyb Bout time,David_Heller25,"Lake Buena Vista, FL"
894,2020-06-18 03:02:08,"Our masks from @shopDisney finally shipped. 

cc: @i_amkarlyb https://t.co/112EkigSo6",AlexFarnworth,"Orlando, FL"
895,2020-06-18 02:58:47,"@Rosmelie Our apologies for the delay, Rosmelie! Due to high demand for these items, these may not be available for… https://t.co/csm3oU7yyx",shopDisney,Second star to the right
896,2020-06-18 02:55:53,"@KWCHJenS Thank you for being our guest, Jen! Our store re-openings may vary across the country, depending upon the… https://t.co/DG0SZgaXOb",shopDisney,Second star to the right
897,2020-06-18 02:54:10,@shopDisney @shopDisney What time are theirs released? 7AM like ours? I have a friend in London 😍😍,DarTheBucsFan,"Anaheim, CA "
898,2020-06-18 02:52:31,"@MaryHalse Hi Mary, the Minnie Mouse Main Attraction items are only available in the UK at this time. Please click… https://t.co/iiLqVEYEUW",shopDisney,Second star to the right
899,2020-06-18 02:47:52,"@DarTheBucsFan Hi Darlene, the Minnie Mouse Main Attraction items are only available in the UK at this time. Please… https://t.co/I6aiytGc82",shopDisney,Second star to the right
900,2020-06-18 02:43:40,"@MikeNJD Our apologies for the delay, Michael ! Due to high demand for these items, these may not be available for… https://t.co/7P05e2L26p",shopDisney,Second star to the right
901,2020-06-18 02:40:18,@HonuDan have you ever seen these? There is a fireman one too these are reprints. I'm curious what the price is on… https://t.co/s6lgSg1Dbr,CharmedTracy,The Great Pacific Northwest
902,2020-06-18 02:36:53,"@Thezinnmeister Thanks for collecting with us, Brian! Minnie Mouse will be returning soon, but not this Saturday. P… https://t.co/jYU4s1krXn",shopDisney,Second star to the right
903,2020-06-18 02:26:32,@shopDisney Thanks for the reply but that does not answer my question unless there is no new June release date and time.,ALANdTuckerT,"Florida, USA"
904,2020-06-18 02:23:11,"@ALANdTuckerT Hi Alan, Minnie Mouse will be back soon, you won't miss a set. Please click here… https://t.co/IYClepD1nO",shopDisney,Second star to the right
905,2020-06-18 02:05:20,@ChaseSupport @shopDisney tried to checkout with the Disney Visa and kept hitting this error. Not sure if it’s a pr… https://t.co/uruQSd38uN,bookish_notes,"Texas, USA"
906,2020-06-18 01:42:36,"@JennyENicholson In case you missed it, the Big Al wishable is back in stock on shopDisney!",DistantWindow,"Olathe, KS"
907,2020-06-18 01:40:40,Readerlink Distribution Services was hit with #MazeRansomware. Now Maze is threatening to leak data if demands are… https://t.co/kG0fRSjXdD,ransomleaks,Cyberdelic City
908,2020-06-18 01:24:17,@TCurreyUCF @shopDisney The two masks I have now have thicker straps they aren’t as thick as the shopDisney straps look but they hold. 😊,ade8090,"Anytown, USA "
909,2020-06-18 01:01:12,"Hallmark Valentine Disney Mickey and Minnie My Heart Found You Plate
Shop Now--&gt; https://t.co/OPuiprDfGC… https://t.co/U3UeoU1G0Z",ilovecharacters,"Florida, USA"
910,2020-06-18 00:59:55,"@TCurreyUCF @shopDisney I have that same problem! I ordered these and they work great!
Too good not to share! Just… https://t.co/xRoqoWWpg6",ade8090,"Anytown, USA "
911,2020-06-18 00:53:49,@TCurreyUCF @shopDisney Cute! Are they comfortable? What size did you order? I’ve seen a bunch of post on FB saying… https://t.co/MLKU0yhHu9,ade8090,"Anytown, USA "
912,2020-06-18 00:45:23,Why does @shopDisney do not deliver to Mexico?,fvillelaa,México City
913,2020-06-18 00:37:45,"@LeafyAkiko @shopDisney It still says June 18 here. (:
https://t.co/vZ5gFMEa3i",tiffryanne08,
914,2020-06-18 00:15:40,SHOP: Select “it’s a small world” Collection Items from Minnie Mouse: The Main Attraction Restocked on shopDisney https://t.co/cpmedYbgmQ,CastleInsider,"Orlando, FL"
915,2020-06-17 23:30:35,Introduce your children's imagination and take him to infinity and beyond wearing this Buzz Lightyear Light-Up Cost… https://t.co/iCGJ0jkboq,DabashDeals,
916,2020-06-17 23:24:19,@shopDisney will you guys restock the large angel cuddleez? i saw you restocked the standing one 😁,baby_gxby,
917,2020-06-17 23:23:57,NEW Pixar PJ Pals available through @shopDisney https://t.co/5FlC0V5CzH @Pixar https://t.co/04syzp4ptc,jmaruyama,"Irvine, CA"
